#made from index.txt file
#1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
#num|file|title|subtitle|subtitle2|year|cat|catnum|subcat|subcatnum|scripture|parable|miracle|txt|mp3|wma|rm|link|comment|synopsis|audiofirst|tooltip|indextitle|note|tag1|tag2|tag3|tag4|tag5|tag6|tag7|tag8|tag9
#1:num|2:file|3:title|4:subtitle|5:subtitle2|6:year|7:cat|8:catnum|9:subcat|10:subcatnum|11:scripture|12:parable|13:miracle|14:txt|15:mp3|16:wma|17:rm|18:link|19:comment|20:synopsis|21:audiofirst|22:tooltip|23:indextitle|24:note|25:tag1|26:tag2|27:tag3|28:tag4|29:tag5|30:tag6|31:tag7|32:tag8|33:tag9
048|sunday-4-of-gl|Prayer for the 4th Sunday of Lent||||||||||||||||||||||||||||||
049|bulgakov-fourth-week-great-lent|The Fourth Week of Great Lent|||||||||||||||||S. V. Bulgakov, Handbook for Church Servers |||||||||||||
050|synaxarion-05sungl|Synaxarion for the Fifth Sunday of Great Lent|||||||||||||||||St Mary of Egypt |||||||||||||
051|mary_of_egypt_1|Questions about St. Mary of Egypt  ||||||||||||||||||||||||||||||
052|mary-of-egypt|The Life of our Holy Mother Mary of Egypt - From The Great Canon, the Work of Saint Andrew of Crete |||||||||||||||||Also in <a href="../saints/mary-of-egypt.rtf">RTF</a> and <a href="../saints/mary-of-egypt.pdf">PDF</a> formats |||||||||||||
053|2011-04-05+life-of-saint-mary-of-egpyt-by-the-numbers|Life of St Mary of Egypt - &quot;By the numbers&quot;||||||||||||||||||||||||||||||
054|synaxarion-sunday-5|Synaxarion - Fifth Sunday of Great Lent - St Mary of Egypt||||||||||||||||||||||||||||||
055|sunday-5-of-gl|Prayer on the Fifth Sunday of Great Lent||||||||||||||||||||||||||||||
056|great-lent-lazarus-saturday|Thoughts on Lazarus Saturday - the resurrection of Lazarus, the four days dead, of Bethany||||||||||||||||||||||||||||||
057|great-lent-week-06-saturday_2008-01-19+lazarus-saturday+the-resurrection-is-now_john11;1-45.mp3|Lazarus Saturday - the resurrection is NOW (mp3)||||||||||||||||||||||||||||||
058|lazarus_sat_1|Questions about Lazarus Saturday||||||||||||||||||||||||||||||
059|lazarus-kontakion|Kontakion On the Raising of Lazarus |||||||||||||||||by St. Romanos the Melodist |||||||||||||
060|lazarus-saturday|Prayer on the Saturday of the Righteous Lazarus||||||||||||||||||||||||||||||
061|holy-thursday|A Trebnic Prayer on Holy Thursday||||||||||||||||||||||||||||||
062|holy-week-holy-great-saturday-2002|Holy Saturday |||||||||||||||||The Resurrection makes the Impossible Possible! 2002 You may also listen in <A HREF='https://www.orthodox.net//audio/holy-week-holy-great-saturday-2002.wax'>Windows Media</A> or <A HREF='https://www.orthodox.net//audio/holy-week-holy-great-saturday-2002.ram'>Real Audio</A> formats. |||||||||||||
063|index|See our PASCHA Page for the materials concerning Holy Feast. ||||||||||||||||||||||||||||||
064|orthodox-christian-fasting-john-chrysostom|Orthodox Christian Fasting, by St John Chrysostom||||||||||||||||||||||||||||||
065|desert-fathers-on-fasting|The Desert Fathers on Fasting||||||||||||||||||||||||||||||
066|fasting_1|Orthodox Christianity: Questions about fasting ||||||||||||||||||||||||||||||
067|great_canon_1|Orthodox Christianity: Questions about the Great Canon of  St Andrew ||||||||||||||||||||||||||||||
068|last_week_of_lent_1|Questions about the last week of Great Lent||||||||||||||||||||||||||||||
069|lenten_services_1|10 Questions about Lenten Services - Volume 1||||||||||||||||||||||||||||||
070|holy_week_1|Questions about holy week||||||||||||||||||||||||||||||
071|appearances_1|Questions about Jesus' appearances after the resurrection.||||||||||||||||||||||||||||||
072|bright_week_1|Questions about Bright week||||||||||||||||||||||||||||||
073|lenten-lectionary|Lenten Lectionary for all Six weeks of Great Lent and Holy Week.||||||||||||||||||||||||||||||
074|great-compline|Great Compline in HTML, PDF and RTF formats||||||||||||||||||||||||||||||
075|of-ephraim-the-syrian|The Prayer of St Ephraim the Syrian - PDF format |||||||||||||||||Four prayers on a page, suitable to print out, and cut into quarters.  Page of English, Page 2 of Slavonic The perfect size to fit in a prayer book.  OTHER FORMATS FORMAT:rtf |||||||||||||
076|great-lent-prayer|Prayers at the beginning of the Holy Forty Day Fast||||||||||||||||||||||||||||||
077|to-the-crucified-lord|Prayer to the Lord Jesus Christ, Crucified||||||||||||||||||||||||||||||
078|service-of-supplication-for-the-conversion-of-those-who-have-departed-into-error|Service Of Supplication For the Conversion of Those Who Have Departed into Error. To be sung on the Sunday of Orthodoxy and on other needful occasions|||||||||||||||||Other Formats: FORMAT:WORD FORMAT:PDF  |||||||||||||
079|great-canon-of-andrew-of-crete-explanation|The Great Canon of St Andrew of Crete - a Short Explanation|||||||||||||||||Other formats: FORMAT:WORD FORMAT:PDF |||||||||||||
080|great-canon-monday|PDF Format||||||||||||||||||||||||||||||
081|great-canon-monday|RTF Format||||||||||||||||||||||||||||||
082|great-canon-tuesday|PDF Format||||||||||||||||||||||||||||||
083|great-canon-tuesday|RTF Format||||||||||||||||||||||||||||||
084|great-canon-wednesday|PDF Format||||||||||||||||||||||||||||||
085|great-canon-wednesday|RTF Format||||||||||||||||||||||||||||||
086|great-canon-thursday|PDF Format ||||||||||||||||||||||||||||||
087|great-canon-thursday|RTF Format |||||||||||||||||END:SUB |||||||||||||
088|great-canon-fifth-week|HTML - Liturgical English||||||||||||||||||||||||||||||
089|great-canon-fifth-week|PDF Format - Liturgical English||||||||||||||||||||||||||||||
090|great-canon-fifth-week|RTF Format - Liturgical English||||||||||||||||||||||||||||||
091|great-canon-fifth-week-jordanville-edition|"Jordanville Edition" (uses "Thee and Thou" in referring to God and the Saints, and "You and Your" when referring to himself).|||||||||||||||||PDF edition |||||||||||||
092|mary-of-egypt|The Life of our Holy Mother Mary of Egypt - From The Great Canon, the Work of Saint Andrew of Crete |||||||||||||||||Uses Liturgical English |||||||||||||
093|mary-of-egypt-jordanville-edition|The Life of our Holy Mother Mary of Egypt - From The Great Canon, the Work of Saint Andrew of Crete|||||||||||||||||The "Jordanville Edition", which does not use liturgical English.  |||||||||||||
094|01sungl-st-tikhon-1903|AN ADDRESS of the Most Reverend Tikhon, Bishop of the Aleutian Islands  and of North America on Orthodoxy Sunday||||||||||||||||||||||||||||||
095|2000-gl-met-vitaly|Great Lenten Epistle 2000 - His Eminence, Metropolitan Vitaly ||||||||||||||||||||||||||||||
096|pascha-ab-john-1956|Paschal Epistle of Saint John Maximovitch 1956||||||||||||||||||||||||||||||
097|pascha-met-anastasy-1940|Paschal Epistle of Metropolitan Anastasy - 1940||||||||||||||||||||||||||||||
098|pascha-met-philaret-1982|Paschal Epistle of Blessed Metropolitan Philaret - 1982||||||||||||||||||||||||||||||
099|pascha-met-vitaly-1997|Paschal Epistle of Metropolitan Vitaly 1997||||||||||||||||||||||||||||||
100|pascha-met-vitaly-1998|Paschal Epistle of Metropolitan Vitaly 1998||||||||||||||||||||||||||||||
101|1999-kyprianos-paschal-encyclical|Metropolitan Cyprian's Paschal Encyclical - 1999||||||||||||||||||||||||||||||
102|1999-serbian-paschal-encyclical|The Serbian Orthodox Church to Her Spiritual Children at Pascha, 1999||||||||||||||||||||||||||||||
103|on-fasting|ON FASTING||||||||||||||||||||||||||||||
