#made from index.txt file
#1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
#num|file|title|subtitle|subtitle2|year|cat|catnum|subcat|subcatnum|scripture|parable|miracle|txt|mp3|wma|rm|link|comment|synopsis|audiofirst|tooltip|indextitle|note|tag1|tag2|tag3|tag4|tag5|tag6|tag7|tag8|tag9
#1:num|2:file|3:title|4:subtitle|5:subtitle2|6:year|7:cat|8:catnum|9:subcat|10:subcatnum|11:scripture|12:parable|13:miracle|14:txt|15:mp3|16:wma|17:rm|18:link|19:comment|20:synopsis|21:audiofirst|22:tooltip|23:indextitle|24:note|25:tag1|26:tag2|27:tag3|28:tag4|29:tag5|30:tag6|31:tag7|32:tag8|33:tag9
011|life-after-death-john-maximovitch|Teaching about Life after Death, by St. John Maximovich|||||||||||||||||A description of the first 40 days after death |||||||||||||
012|commemoration-dead-orthodox-church|Traditional days of remembrance||||||||||||||||||||||||||||||
013|communion-with-the-saints-fr-michael-pomazansky|By Protopresbyter Michael Pomazansky||||||||||||||||||||||||||||||
014|prayer-for-a-child-who-has-fallen-asleep|Prayer for a child who has fallen asleep. |||||||||||||||||This is a very good prayer, and includes petitions for the child and the parents. <a href="https://www.orthodox.net//daniel">+Daniel's parents</a>, Priest Seraphim and Marina Holland say it every day.  In two formats: FORMAT:pdf  FORMAT:doc |||||||||||||
015|prayer-for-every-departed-person-in-the-psalter|Prayer for every departed person - from the Psalter |||||||||||||||||Also in 4x4 card format: <a href="https://www.orthodox.net//trebnic/prayer-for-every-departed-person-in-the-psalter-card.doc">WORD</a> <a href="https://www.orthodox.net//trebnic/prayer-for-every-departed-person-in-the-psalter-card.pdf">PDF</a> |||||||||||||
016|prayer-for-the-dead-o-god-of-spirits-es|O God of Spirits...|||||||||||||||||From the Pannihida service, &amp; also used in private prayer for the reposed.  In English and Russian In two formats: FORMAT:pdf  FORMAT:rtf |||||||||||||
017|family-commemoration-of-the-departed-at-a-meal|Commemoration of the departed at the family meal |||||||||||||||||In memory of +DANIEL: Sing one or both of the following hymns after the blessing of the food at a family meal. Include the names of the departed in your family, and anyone else you would care to remember. For convenience, those you remember can be written on the back of this card. Keep the card by your dining table. In our prayers at home together, we can, and should, pray for anyone. Printable formats: FORMAT:pdf  FORMAT:doc |||||||||||||
018|family-commemoration-of-the-departed-at-a-meal-holland-clan|The Holland clan - Commemoration of the departed at the family meal |||||||||||||||||In memory of +DANIEL: Sing one or both of the following hymns after the blessing of the food at a family meal. Include the names of the departed in your family, and anyone else you would care to remember. For convenience, those you remember can be written on the back of this card. Keep the card by your dining table. In our prayers at home together, we can, and should, pray for anyone. Printable formats: FORMAT:pdf  FORMAT:doc |||||||||||||
019|for-one-about-to-die|Prayer for one about to die, by St Nephon||||||||||||||||||||||||||||||
020|soul-saturday|Two Prayers on Soul Saturday||||||||||||||||||||||||||||||
021|of-macrina-as-she-lay-dying|Prayer of St Macrina, as she lay dying|||||||||||||||||In two formats: <a href="https://www.orthodox.net//trebnic/of-macrina-as-she-lay-dying.pdf">PDF</a> <a href="https://www.orthodox.net//trebnic/of-macrina-as-she-lay-dying.doc">WORD</a> |||||||||||||
022|journal-of-a-mother-about-daniel-01|Journals of a mother about Daniel #1|||June 13-14 2017 Daniel’s 3rd and 4th day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-01.doc">PDF</a> |||||||||||||
023|journal-of-a-mother-about-daniel-02|Journals of a mother about Daniel #2|||||||||||||||||Evening of June 14 2017 Daniel’s 4th day Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-02.doc">PDF</a> |||||||||||||
024|journal-of-a-mother-about-daniel-03|Journals of a mother about Daniel #3|||Thu-Fri, June 15-16 2017 Daniel’s 5th-6th day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-03.doc">PDF</a> |||||||||||||
025|journal-of-a-mother-about-daniel-04|Journals of a mother about Daniel #4|||Sun June 18 2017 Daniel’s 8th  day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-04.doc">PDF</a> |||||||||||||
026|journal-of-a-mother-about-daniel-05|Journals of a mother about Daniel #5|||Sun Evening, Monday  June 18-19 2017 Daniel’s 8th,9th  day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-05.doc">PDF</a> |||||||||||||
027|journal-of-a-mother-about-daniel-06|Journals of a mother about Daniel #6|||Tue  June 20 2017 Daniel’s 10th  day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-06.doc">PDF</a> |||||||||||||
028|journal-of-a-mother-about-daniel-07|Journals of a mother about Daniel #7|||Thu  June 22 2017 Daniel’s 12th  day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-07.doc">PDF</a> |||||||||||||
029|journal-of-a-mother-about-daniel-08|Journals of a mother about Daniel #8|||Sat  June 22 2017 Daniel’s 14th   day||||||||||||||Also in PDF format: <a href="https://www.orthodox.net//daniel/journal-of-a-mother-about-daniel-08.doc">PDF</a> |||||||||||||
030|daniel-after-a-hundred-days|The Hundredth Day. A Father’s memorial letter about his son.|||||||||||||||||Also in <a href="https://www.orthodox.net//daniel/daniel-after-a-hundred-days.doc">DOC format</a> |||||||||||||
031|seraphim_2017-12-30+happy-names-day-daniel+simplicity|Happy Names day +Daniel!|||Dec 17/30 2017 Prophet Daniel and the Three Holy Youths Ananias, Azarias and Misael||||||||||||||Also in <a href="https://www.orthodox.net//daniel/seraphim_2017-12-30+happy-names-day-daniel+simplicity.doc">DOC format</a> |||||||||||||
032|letter-on-the-first-anniversary-of-daniels-repose|A letter on the First Anniversary of the Repose of +Daniel Holland - Son, Brother, Friend – to those who pray for him, love him, or may benefit by knowing about him.|||||||||||||||||Also in <a href="https://www.orthodox.net//daniel/letter-on-the-first-anniversary-of-daniels-repose.doc">DOC format</a> |||||||||||||
